X,Y,displacement_x,displacement_y,displacement_z
-35.08458646616543,-432.8369674185464,-0.007803301888540636,-0.0009681700198529817,-0.009554754631482431
-32.57832080200507,-432.8369674185464,-0.007527835030496498,-0.0009286929236950517,-0.00999987729804493
-30.072055137844643,-432.8369674185464,-0.00722589326745199,-0.0008920081564163317,-0.010432970851637002
-27.56578947368422,-432.8369674185464,-0.006897904174100065,-0.0008587394909709655,-0.010851180970392952
-25.059523809523853,-432.8369674185464,-0.006543689065904181,-0.0008288303622753606,-0.011249481631571454
-22.55325814536343,-432.8369674185464,-0.006163002589993953,-0.0008026191955769785,-0.011627696272384008
-20.046992481203006,-432.8369674185464,-0.005757952372138772,-0.0007798025338785495,-0.011977914664601057
-17.54072681704264,-432.8369674185464,-0.005330198503559689,-0.0007613671812994448,-0.012300611175862272
-15.034461152882216,-432.8369674185464,-0.004882308233379435,-0.0007471134674770961,-0.012592803481399373
-12.528195488721849,-432.8369674185464,-0.004415248443613099,-0.000736586594601144,-0.012850755159293398
-10.021929824561425,-432.8369674185464,-0.003933078066405852,-0.0007304656725985371,-0.01307086672408729
-7.515664160401002,-432.8369674185464,-0.003436056412802487,-0.0007288839372063872,-0.013253218950723315
-5.009398496240635,-432.8369674185464,-0.002928771148835994,-0.0007310875588316389,-0.013394941461953368
-2.5031328320802118,-432.8369674185464,-0.0024134792713732486,-0.0007384253294421811,-0.013494807236694197
0.0031328320801549125,-432.8369674185464,-0.0018924109743540135,-0.0007502204734603272,-0.013552106080989555
2.5093984962405784,-432.8369674185464,-0.001369743339993802,-0.0007664284526937819,-0.01356781221241376
5.015664160401002,-432.8369674185464,-0.0008503194257216652,-0.0007873192202122886,-0.013539922158705456
7.521929824561369,-432.8369674185464,-0.0003363467498702137,-0.0008128169885573152,-0.013469153318077406
10.028195488721792,-432.8369674185464,0.0001709759141678537,-0.0008426834178722125,-0.013355840319585288
12.534461152882159,-432.8369674185464,0.0006667958117259149,-0.0008761930221758317,-0.013201842538731617
15.040726817042582,-432.8369674185464,0.0011472823451619356,-0.0009142609658252276,-0.013009691635542673
17.546992481203006,-432.8369674185464,0.0016118859707230716,-0.0009568223750919686,-0.012780306398310431
20.05325814536343,-432.8369674185464,0.002056611346220793,-0.0010031267796369334,-0.012518126682054603
22.55952380952374,-432.8369674185464,0.0024817748605245136,-0.0010531630572083452,-0.012223830136089917
25.065789473684163,-432.8369674185464,0.002882781694541121,-0.0011066543774547086,-0.011902279901801658
27.572055137844586,-432.8369674185464,0.003257964117935758,-0.0011637745951114777,-0.011554567682747744
30.07832080200501,-432.8369674185464,0.003607649486022712,-0.001223963571095587,-0.011184255516461879
32.58458646616543,-432.8369674185464,0.003930835184220798,-0.0012872740481113163,-0.010795178321105965
35.09085213032574,-432.8369674185464,0.00422737348271663,-0.0013531815654665243,-0.010390472117843316
37.59711779448617,-432.8369674185464,0.004496662398502785,-0.0014216476278877972,-0.009974730806075893
40.10338345864659,-432.8369674185464,0.0047388700253037,-0.0014923540981579254,-0.009547745347875137
42.609649122807014,-432.8369674185464,0.004953269824750398,-0.0015654536775365064,-0.009114173272286225
45.11591478696744,-432.8369674185464,0.005141677843939805,-0.001640250666933217,-0.008676201643951782
47.62218045112775,-432.8369674185464,0.005304308261961149,-0.001716560206753605,-0.008236106576381597
50.12844611528817,-432.8369674185464,0.005442477344308321,-0.0017941122950626712,-0.007796587339820492
52.634711779448594,-432.8369674185464,0.005557492185225476,-0.0018729162471876947,-0.007359342262686839
55.14097744360902,-432.8369674185464,0.0056489147329081045,-0.0019525571878492812,-0.006925284764984467
57.64724310776944,-432.8369674185464,0.005718919004906801,-0.002032766721694343,-0.006496246941530612
60.15350877192975,-432.8369674185464,0.0057687647912888235,-0.0021134216314367136,-0.0060734154934469564
62.659774436090174,-432.8369674185464,0.005798683076699564,-0.002194435427162083,-0.0056569853166966895
65.1660401002506,-432.8369674185464,0.0058100470204469476,-0.0022754399688200496,-0.005248944131550118
67.67230576441102,-432.8369674185464,0.005804686008756664,-0.0023563297789582047,-0.004849415990439726
70.17857142857144,-432.8369674185464,0.005782488958268926,-0.0024369646304059763,-0.00445874839977986
72.68483709273175,-432.8369674185464,0.0057448422059642075,-0.002517363713039408,-0.004078297799622174
75.19110275689218,-432.8369674185464,0.005693936678169332,-0.002597149062911751,-0.0037080256041011664
77.6973684210526,-432.8369674185464,0.005629162789294762,-0.0026761763474757315,-0.0033484985971893077
80.20363408521303,-432.8369674185464,0.005552329196713135,-0.0027545824576430344,-0.002999006277008624
82.70989974937345,-432.8369674185464,0.005464209480855012,-0.002832174471201777,-0.0026603954595089936
85.21616541353376,-432.8369674185464,0.005365419844196994,-0.0029090113621375083,-0.0023328021387445303
87.72243107769418,-432.8369674185464,0.0052568886726353375,-0.0029847728919942407,-0.0020164918975581025
90.2286967418546,-432.8369674185464,0.005139653165796509,-0.00305924549367222,-0.001711111681869362
92.73496240601503,-432.8369674185464,0.00501390809711087,-0.003132912893588402,-0.0014165557946099964
95.24122807017545,-432.8369674185464,0.0048809101091507115,-0.0032053440522352293,-0.0011330646439538558
97.74749373433576,-432.8369674185464,0.004740929193698765,-0.003276504722546886,-0.0008606616159843399
100.25375939849619,-432.8369674185464,0.004594895496124526,-0.0033464594845556625,-0.0005990990989839612
102.76002506265661,-432.8369674185464,0.0044428894483818475,-0.0034152387790257767,-0.0003483722474199825
105.26629072681703,-432.8369674185464,0.0042854727040247155,-0.0034828007286536677,-0.00010842479540616448
107.77255639097746,-432.8369674185464,0.004123640120095076,-0.0035488220315810534,0.00012101303594492274
110.27882205513777,-432.8369674185464,0.00395751679430387,-0.0036136261891404602,0.00034002967175899754
112.78508771929819,-432.8369674185464,0.003787722377816703,-0.0036771704896244703,0.0005487315088759713
115.29135338345861,-432.8369674185464,0.0036145536750016374,-0.0037393185288429926,0.0007475775023819407
117.79761904761904,-432.8369674185464,0.0034384121992137935,-0.0038002353785466236,0.0009362991334302311
120.30388471177946,-432.8369674185464,0.0032594644889292,-0.0038598513342902427,0.0011149555605966715
122.81015037593977,-432.8369674185464,0.0030783476948470956,-0.003918164690343804,0.0012838622082295371
125.3164160401002,-432.8369674185464,0.0028951695816218015,-0.003975222930989006,0.0014434034570045393
127.82268170426062,-432.8369674185464,0.0027102572110675447,-0.004030939140164237,0.0015935179631183982
130.32894736842104,-432.8369674185464,0.0025238610634567738,-0.004085426967902882,0.0017343365511850177
132.83521303258146,-432.8369674185464,0.0023362794885519976,-0.00413864447581492,0.0018660450907718505
135.34147869674177,-432.8369674185464,0.002147602168541811,-0.004190613764821601,0.0019887893166120325
137.8477443609022,-432.8369674185464,0.001958012112061391,-0.004241586697000451,0.0021026486346855462
140.35401002506262,-432.8369674185464,0.0017678138872599196,-0.00429106597323585,0.002208007545612319
142.86027568922304,-432.8369674185464,0.0015771709474479555,-0.0043395253982880235,0.0023047313029309433
145.36654135338347,-432.8369674185464,0.0013861245804711794,-0.004386827303881961,0.0023930348713001736
147.87280701754378,-432.8369674185464,0.0011948240399694396,-0.004432981079566763,0.0024731294274939744
150.3790726817042,-432.8369674185464,0.0010035590479910079,-0.004477985653018202,0.0025448981741790317
152.88533834586462,-432.8369674185464,0.0008124112133485337,-0.004521802025121643,0.002608360209758968
155.39160401002505,-432.8369674185464,0.0006214703081305093,-0.004564559094100869,0.0026639229268518266
157.89786967418547,-432.8369674185464,0.0004307777826334651,-0.004606237860731742,0.002711703064423592
160.40413533834578,-432.8369674185464,0.00024047938808062887,-0.004646845738156658,0.0027516720885421794
162.9104010025062,-432.8369674185464,5.063643658408005e-05,-0.0046863756321665236,0.0027838246324368115
165.41666666666663,-432.8369674185464,-0.00013857148106219438,-0.004724812210002881,0.0028083020816877394
167.92293233082705,-432.8369674185464,-0.0003271830126313217,-0.004762156005004752,0.0028252016333969706
170.42919799498748,-432.8369674185464,-0.0005151090170875513,-0.004798523265563031,0.002834691814665704
172.93546365914779,-432.8369674185464,-0.0007021963789311733,-0.004833830328436931,0.0028365404084912914
175.4417293233082,-432.8369674185464,-0.0008883904977535175,-0.0048679970317266385,0.0028310195688590312
177.94799498746863,-432.8369674185464,-0.0010736466754318328,-0.004901165063472693,0.002818266328301717
180.45426065162906,-432.8369674185464,-0.0012578604118628042,-0.004933248891353985,0.0027980601865096816
182.96052631578948,-432.8369674185464,-0.0014409348366672525,-0.004964210435841691,0.0027705137390249056
185.4667919799498,-432.8369674185464,-0.0016228648136772904,-0.004994140215306803,0.002735926317971405
187.9730576441102,-432.8369674185464,-0.0018035279047911373,-0.0050229094992934814,0.0026939202144239025
190.47932330827064,-432.8369674185464,-0.0019829571989963767,-0.005050779505007225,0.002644734090956737
192.98558897243106,-432.8369674185464,-0.002160869277077033,-0.005077255751611694,0.00258817441193408
195.49185463659148,-432.8369674185464,-0.002337456725081813,-0.005102712270769306,0.00252454341735782
197.9981203007518,-432.8369674185464,-0.0025123957565743225,-0.005126981078491962,0.002453650332482975
200.50438596491222,-432.8369674185464,-0.0026856412516351167,-0.005150014293239848,0.0023754656373642545
203.01065162907264,-432.8369674185464,-0.0028571702159303648,-0.0051716666290568146,0.0022900667597081934
205.51691729323306,-432.8369674185464,-0.0030268830511085082,-0.005192230281049739,0.002197541508713456
208.0231829573935,-432.8369674185464,-0.0031944760322891444,-0.005211443594520705,0.0020977617643592942
210.5294486215538,-432.8369674185464,-0.003359944855156734,-0.005229193092990914,0.001990612680701477
213.03571428571422,-432.8369674185464,-0.003523350013161642,-0.005245631894869606,0.0018762802717371954
215.54197994987464,-432.8369674185464,-0.0036843077482941154,-0.005260517690476004,0.001754576676928688
218.04824561403507,-432.8369674185464,-0.003842680393167307,-0.005273918516961583,0.0016255642145265494
220.5545112781955,-432.8369674185464,-0.00399843254683516,-0.005285689657524208,0.0014890064099900321
223.0607769423558,-432.8369674185464,-0.004151448774251916,-0.005295872810388352,0.0013451701765189595
225.56704260651622,-432.8369674185464,-0.00430139138897105,-0.005304303024461355,0.0011937406534581329
228.07330827067665,-432.8369674185464,-0.00444804107056248,-0.005310906141848603,0.0010347472619409352
230.57957393483707,-432.8369674185464,-0.004591260340175226,-0.005315660572444466,0.0008683383934383978
233.0858395989975,-432.8369674185464,-0.0047309176326358155,-0.0053184441691132185,0.0006942761029153295
235.5921052631578,-432.8369674185464,-0.004866990812722971,-0.005319226647932784,0.0005125477071677931
238.09837092731823,-432.8369674185464,-0.004998815395124298,-0.005317708694475807,0.00032318555882064447
240.60463659147865,-432.8369674185464,-0.005126184479062167,-0.005313919552087544,0.00012616003586324182
243.11090225563908,-432.8369674185464,-0.005248685985193344,-0.005307646972194625,-7.84419952352499e-05
245.6171679197995,-432.8369674185464,-0.005366399627357577,-0.005298948691764283,-0.0002911918979288703
248.1234335839598,-432.8369674185464,-0.00547894859401847,-0.005287723418178974,-0.0005113635558990516
250.62969924812023,-432.8369674185464,-0.005585470030383767,-0.0052735970203491985,-0.0007392004173917959
253.13596491228066,-432.8369674185464,-0.0056862921241332505,-0.005256704853427681,-0.000974865580228755
255.64223057644108,-432.8369674185464,-0.005780777215021296,-0.005236743933010859,-0.0012185227530558227
258.1484962406015,-432.8369674185464,-0.005868435687923388,-0.005213597690758524,-0.0014692542924456338
260.6547619047618,-432.8369674185464,-0.005948673996535217,-0.005187019553931619,-0.0017276388358579801
263.16102756892224,-432.8369674185464,-0.0060214530843051076,-0.0051570523958176925,-0.0019936889088326684
265.66729323308266,-432.8369674185464,-0.006086354956085546,-0.005123506610533948,-0.0022671453660305986
268.1735588972431,-432.8369674185464,-0.006142419152060067,-0.005086129939558943,-0.0025480623523954256
270.6798245614035,-432.8369674185464,-0.006189193709615961,-0.005044723033876361,-0.0028359160777719802
273.1860902255638,-432.8369674185464,-0.006226561192383049,-0.004999202961612253,-0.003130491236990093
275.69235588972424,-432.8369674185464,-0.006253487233777464,-0.004949246584160296,-0.003431677928271365
278.19862155388466,-432.8369674185464,-0.006269707759090281,-0.004894830543359663,-0.003739605844101384
280.7048872180451,-432.8369674185464,-0.0062749433919608005,-0.004835819920371011,-0.004053930145156456
283.2111528822055,-432.8369674185464,-0.006268054927021431,-0.004771910328780631,-0.004373664483435244
285.7174185463658,-432.8369674185464,-0.006248696545034513,-0.004703024191560913,-0.004698663115082621
288.22368421052624,-432.8369674185464,-0.0062165330489816735,-0.004629185948475035,-0.0050285628277406845
290.72994987468667,-432.8369674185464,-0.006170367151790522,-0.004549875587736468,-0.005362791897667556
293.2362155388471,-432.8369674185464,-0.006109802298953645,-0.004465144979486853,-0.005700118259108195
295.7424812030075,-432.8369674185464,-0.00603436249541104,-0.004374808424128085,-0.0060398799119103334
298.2487468671678,-432.8369674185464,-0.005943537324748353,-0.004278758017364891,-0.006381047635800754
300.75501253132825,-432.8369674185464,-0.0058365372608197115,-0.004176975529087617,-0.006724106483059737
303.26127819548867,-432.8369674185464,-0.005713263564809184,-0.004069534054066034,-0.007066248768849018
305.7675438596491,-432.8369674185464,-0.005572807771873411,-0.0039562325931786,-0.007406177266030132
308.2738095238095,-432.8369674185464,-0.0054150593284372495,-0.003836906513038772,-0.007743934135306866
310.7800751879698,-432.8369674185464,-0.005239111097298383,-0.003711622717972014,-0.008077779230349635
313.28634085213025,-432.8369674185464,-0.005045379331428843,-0.0035808654240087785,-0.008403923499068992
315.7926065162907,-432.8369674185464,-0.004834232020202355,-0.003444763672618345,-0.008722655754181182
318.2988721804511,-432.8369674185464,-0.004605250632740007,-0.0033028449840237974,-0.009032568580788013
320.8051378446115,-432.8369674185464,-0.0043582420675160865,-0.0031558101176418917,-0.009329395710355612
323.31140350877183,-432.8369674185464,-0.004093296881841534,-0.003003440461921062,-0.009613207223052318
325.81766917293226,-432.8369674185464,-0.0038121673407966053,-0.002847099327558531,-0.009881608441265151
328.3239348370927,-432.8369674185464,-0.0035151532945889284,-0.0026871236062260494,-0.010130525898919739
330.8302005012531,-432.8369674185464,-0.0032027583775827285,-0.002523711441450363,-0.010359865880133282
333.3364661654135,-432.8369674185464,-0.0028755934523073735,-0.0023569759359551193,-0.010568738980443231
335.84273182957384,-432.8369674185464,-0.002537253905179171,-0.0021889776468188666,-0.01075211095467348
338.34899749373426,-432.8369674185464,-0.0021874831240926225,-0.0020200142367146935,-0.010911028958174038
340.8552631578947,-432.8369674185464,-0.0018281649438753882,-0.0018511109309315304,-0.01104300426976839
343.3615288220551,-432.8369674185464,-0.0014621501317968759,-0.0016830154217852991,-0.011146803199534837
345.86779448621553,-432.8369674185464,-0.0010902737717694382,-0.0015168607187019516,-0.011221529272033
348.37406015037584,-432.8369674185464,-0.0007146140143412282,-0.0013528344921281553,-0.011266776194588265
350.88032581453626,-432.8369674185464,-0.0003374035433146128,-0.0011926930129006288,-0.011281273190740692
353.3865914786967,-432.8369674185464,3.8031550394974696e-05,-0.0010375011615499545,-0.011267012748508077
355.8928571428571,-432.8369674185464,0.0004109194662364766,-0.0008877824865668134,-0.011222864181232403
358.39912280701753,-432.8369674185464,0.0007791621658524531,-0.0007447585871592715,-0.011149806959801023
360.90538847117784,-432.8369674185464,0.001141102754138921,-0.0006083812851474321,-0.01104887737612691
363.41165413533827,-432.8369674185464,0.001493223294000983,-0.00048038744337598006,-0.01092169646117104
365.9179197994987,-432.8369674185464,0.0018354276708033859,-0.00036075283872092484,-0.010768332065128174
368.4241854636591,-432.8369674185464,0.002165699160600011,-0.0002505229203517018,-0.010589804452537047
370.93045112781954,-432.8369674185464,0.002482140113793014,-0.00014989867974526453,-0.010391434016634856
373.43671679197985,-432.8369674185464,0.0027846705274905685,-5.8756483202543554e-05,-0.010173072873749758
375.94298245614027,-432.8369674185464,0.003071548244629291,2.1965187436980034e-05,-0.009936126105762144
378.4492481203007,-432.8369674185464,0.0033423211511691446,9.296679620087067e-05,-0.009683273328719658
380.9555137844611,-432.8369674185464,0.0035963910852374143,0.00015391282753980984,-0.009415772850006108
383.46177944862154,-432.8369674185464,0.00383320710450101,0.00020564899555394064,-0.009135882883406896
385.96804511278185,-432.8369674185464,0.004052088453547568,0.00024713570766558325,-0.008847592275739165
388.4743107769423,-432.8369674185464,0.0042529074269262385,0.00027871407743898123,-0.008549529674549307
390.9805764411027,-432.8369674185464,0.004436854546900422,0.00030187916341442675,-0.008245138724337596
393.4868421052631,-432.8369674185464,0.004603280367368378,0.00031673192262168527,-0.007936305850435024
395.99310776942355,-432.8369674185464,0.0047525280918775175,0.0003234388716896314,-0.007623606127612682
398.49937343358386,-432.8369674185464,0.004884431596218175,0.0003229092955950722,-0.007309380347816735
401.0056390977443,-432.8369674185464,0.0049996639320022225,0.0003152610850655637,-0.006994600345475544
403.5119047619047,-432.8369674185464,0.00510000052684331,0.00030159134594179846,-0.006680649499253384
406.0181704260651,-432.8369674185464,0.005184688126125563,0.0002818038543624439,-0.006367434620167951
408.52443609022555,-432.8369674185464,0.005253941600364241,0.0002571243928099138,-0.006058250204624177
411.03070175438586,-432.8369674185464,0.0053094097692110275,0.00022869673521001602,-0.005753139446236118
413.5369674185463,-432.8369674185464,0.005351379014299585,0.00019634702196798235,-0.005452454109481002
416.0432330827067,-432.8369674185464,0.005380246869935639,0.00016040046697050634,-0.00515677864005892
418.54949874686713,-432.8369674185464,0.005397391176903485,0.00012258445508418796,-0.0048678973797244285
421.05576441102755,-432.8369674185464,0.005402603556464192,8.271613676726438e-05,-0.004586013550953574
423.56203007518786,-432.8369674185464,0.005397045363881492,4.1662802271184384e-05,-0.004311498236859175
426.0682957393483,-432.8369674185464,0.005381997469229582,1.0861253391329493e-07,-0.004044562916746932
428.5745614035087,-432.8369674185464,0.005357555078308444,-4.127758548409708e-05,-0.0037861980762006336
431.08082706766913,-432.8369674185464,0.005324143190870371,-8.240332594990792e-05,-0.0035366769932150158
433.58709273182956,-432.8369674185464,0.005283244143477593,-0.00012222398848605817,-0.0032966199914528697
436.09335839598987,-432.8369674185464,0.0052354296105224145,-0.00016038674168624515,-0.0030656655950126463
438.5996240601503,-432.8369674185464,0.005180622187713683,-0.00019722553348094555,-0.0028444275866636864
441.1058897243107,-432.8369674185464,0.0051203941318172805,-0.0002313433851330104,-0.0026329244918556357
443.61215538847114,-432.8369674185464,0.005054856412050022,-0.0002626089709086214,-0.0024316823648361427
446.11842105263156,-432.8369674185464,0.004984842107532118,-0.0002908959529684687,-0.0022405116378415887
448.62468671679187,-432.8369674185464,0.004912260752064129,-0.0003155754344830334,-0.0020593141035012783
451.1309523809523,-432.8369674185464,0.004835594317954764,-0.0003370948872319134,-0.001888205354397435
453.6372180451127,-432.8369674185464,0.004756283487470262,-0.00035481952978987005,-0.0017270497913341202
456.14348370927314,-432.8369674185464,0.004676497061629532,-0.00036815621377306106,-0.0015755755947468874
458.64974937343356,-432.8369674185464,0.0045940743012266045,-0.0003776604269461029,-0.0014339050761518854
461.156015037594,-432.8369674185464,0.004510811382686815,-0.0003829687798736403,-0.0013012823890808944
463.6622807017543,-432.8369674185464,0.004426708306010169,-0.00038408127255567333,-0.0011777075335339187
466.1685463659147,-432.8369674185464,0.004342658571320442,-0.00038130973594468446,-0.0010624958862199545
468.67481203007515,-432.8369674185464,0.004258663812879604,-0.00037388993026190714,-0.0009565965862278559
471.18107769423557,-432.8369674185464,0.004174146562691323,-0.00036226649069539727,-0.0008593453115478587
473.687343358396,-432.8369674185464,0.00408770161609346,-0.00034646630223403275,-0.0007677407741474914
476.1936090225563,-432.8369674185464,0.0040014779879817075,-0.0003273094144378489,-0.0006806078078535557
478.6998746867167,-432.8369674185464,0.003910080101457252,-0.00030431808818946434,-0.0005980200859417494
481.20614035087715,-432.8369674185464,0.00380818336905871,-0.0002771113317002455,-0.0005199889729905226
483.7124060150376,-432.8369674185464,0.003698214136021378,-0.00024497338101201144,-0.0004500018418576049
486.218671679198,-432.8369674185464,0.003560075400941029,-0.00021387352146311848,-0.0003831332464756393
488.7249373433583,-432.8369674185464,0.0033825112028288357,-0.00017061753835887045,-0.00029672618140818305
491.23120300751873,-432.8369674185464,0.0030794146433932934,-0.00014151642392399522,-0.0002674726181249018
493.73746867167915,-432.8369674185464,0.0024147467377332,-0.0001081461285478186,-0.00022202718055335037
496.2437343358396,-432.8369674185464,0.0013820639282728763,-5.711250686746723e-05,-0.0001268602766798184
498.75,-432.8369674185464,2.848958171350066e-18,-2.5487743791553064e-20,5.352887997699953e-19
-501.25,-430.330701754386,2.3269037729352245e-18,2.345896189896997e-19,-1.2583352358966039e-19
-498.7437343358396,-430.330701754386,-0.0012369532069657488,-0.00019357806207172167,0.00029912729037607475
-496.2374686716792,-430.330701754386,-0.0020490061193436577,-0.0004127487256527946,0.0005265917605093142
-493.7312030075188,-430.330701754386,-0.0024636783830890656,-0.0006390253160552422,0.0006734883944631454
-491.2249373433584,-430.330701754386,-0.0025489264725993993,-0.0008602397048215131,0.0008357499603994259
-488.718671679198,-430.330701754386,-0.0025372401807331317,-0.001067909467883212,0.0010578898119446394
-486.2124060150376,-430.330701754386,-0.002466918486936549,-0.0012744964119742704,0.0012613136139432912
-483.7061403508772,-430.330701754386,-0.0023625939033156437,-0.001480096631959631,0.0014509463263109575
-481.1998746867168,-430.330701754386,-0.0022462462462261995,-0.0016830368869075601,0.0016380654002751895
-478.6936090225564,-430.330701754386,-0.002119479414211887,-0.0018827007567757935,0.0018206971131620633
-476.187343358396,-430.330701754386,-0.0019912800352566962,-0.0020793974098335245,0.001992742744213677
-473.68107769423557,-430.330701754386,-0.0018614894934266455,-0.0022714926083651985,0.0021586259942156312
-471.1748120300752,-430.330701754386,-0.0017299781016565105,-0.0024588332012655443,0.002319006829694381
-468.6685463659148,-430.330701754386,-0.0015974969977462581,-0.0026412558340959237,0.0024712884441469014
-466.1622807017544,-430.330701754386,-0.0014692466867638181,-0.0028188502850101382,0.0026187474704352258
-463.656015037594,-430.330701754386,-0.001341941802164435,-0.002991027728244114,0.0027605302005739457
-461.14974937343356,-430.330701754386,-0.001214556217010607,-0.0031574612084505904,0.0028983096757117417
-458.6434837092732,-430.330701754386,-0.001090688341172441,-0.0033180741830366733,0.0030300911825840242
-456.1372180451128,-430.330701754386,-0.0009698680379084071,-0.0034725248410555484,0.0031570718243574495
-453.6309523809524,-430.330701754386,-0.0008509307947881853,-0.003621182797844908,0.0032790220524961168
-451.124686716792,-430.330701754386,-0.0007354385525504128,-0.0037633459793642546,0.003396527392855614
-448.61842105263156,-430.330701754386,-0.0006227762431848087,-0.0038994634631742174,0.003509638131404662
-446.1121553884712,-430.330701754386,-0.0005125688100290685,-0.004028806760195172,0.003618723834099893
-443.60588972431077,-430.330701754386,-0.00040560204045183396,-0.0041519350651964895,0.0037238764302499265
-441.0996240601504,-430.330701754386,-0.000301102371131949,-0.004268898097653309,0.00382639398700814
-438.59335839599,-430.330701754386,-0.00020022021082776966,-0.00437946645852547,0.00392561653094871
-436.08709273182956,-430.330701754386,-0.00010205430023801774,-0.004483802490000115,0.004021588574740472
-433.5808270676692,-430.330701754386,-7.2768115453737425e-06,-0.004581820248401117,0.004114870756400405
-431.07456140350877,-430.330701754386,8.418795089997732e-05,-0.0046736060452144245,0.004205923981202424
-428.5682957393484,-430.330701754386,0.0001727492227488714,-0.004759619756292855,0.004294337579547376
-426.062030075188,-430.330701754386,0.0002579157861554238,-0.004839733357567875,0.004380484778069105
-423.55576441102755,-430.330701754386,0.0003397921148648784,-0.0049143349650721015,0.00446462411725476
-421.0494987468672,-430.330701754386,0.00041820265905517193,-0.004983175839273057,0.004547089463481978
-418.54323308270676,-430.330701754386,0.0004933079563694136,-0.005046599414379347,0.00462748541001261
-416.0369674185464,-430.330701754386,0.0005648474471586883,-0.005104686756747904,0.004706635152549575
-413.530701754386,-430.330701754386,0.0006331070180213154,-0.00515777393690222,0.0047839176302419415
-411.02443609022555,-430.330701754386,0.0006979962120325256,-0.005205954313850795,0.004859846250964845
-408.5181704260652,-430.330701754386,0.0007595083008794594,-0.005249459808018226,0.0049344283325679795
-406.01190476190476,-430.330701754386,0.0008175599737294985,-0.005288470244220497,0.005007807816814966
-403.5056390977444,-430.330701754386,0.0008721845700472086,-0.005323086053024833,0.005079997759348397
-400.99937343358397,-430.330701754386,0.000923495219976186,-0.005353464750716947,0.005151002576052048
-398.49310776942355,-430.330701754386,0.0009714540258175814,-0.005379934490983152,0.005220944985918117
-395.9868421052632,-430.330701754386,0.0010160903048833682,-0.005402648352617698,0.005289803913587489
-393.48057644110276,-430.330701754386,0.0010573987903205234,-0.005421602714214419,0.005357630186750115
-390.9743107769424,-430.330701754386,0.0010954074180656852,-0.0054371730364846235,0.00542450584487066
-388.46804511278197,-430.330701754386,0.0011301343219221676,-0.005449467028886811,0.005490433070734182
-385.96177944862154,-430.330701754386,0.0011618305264870998,-0.005458726612236289,0.005555518085230426
-383.4555137844612,-430.330701754386,0.001190211963246459,-0.005464822942850398,0.005619671861896641
-380.94924812030075,-430.330701754386,0.001215437067280645,-0.0054681463888804835,0.0056830041042892614
-378.4429824561404,-430.330701754386,0.0012376934843460077,-0.005469019324511806,0.005745431163311112
-375.93671679197996,-430.330701754386,0.0012569846200102906,-0.005467340831568017,0.005806870881928553
-373.43045112781954,-430.330701754386,0.0012732057624084189,-0.005463254523140908,0.005867572804243183
-370.9241854636591,-430.330701754386,0.001286462393871299,-0.0054570403113285626,0.0059273133362235
-368.41791979949875,-430.330701754386,0.0012969254741506406,-0.005448796373053536,0.0059862294723139016
-365.9116541353384,-430.330701754386,0.0013046016491354007,-0.005438473979392805,0.006044327898654983
-363.40538847117796,-430.330701754386,0.0013094074248212373,-0.005426412177371982,0.006101541659329122
-360.89912280701753,-430.330701754386,0.0013115293264158228,-0.005412631013968535,0.006157852696944629
-358.3928571428571,-430.330701754386,0.0013110451642434349,-0.005397244939775314,0.006213241094342818
-355.88659147869674,-430.330701754386,0.0013078680991835431,-0.0053805149160415875,0.006267720022986439
-353.3803258145364,-430.330701754386,0.00130212093970528,-0.00536239432338875,0.006321342149504741
-350.87406015037595,-430.330701754386,0.001293884429705865,-0.005342983498170322,0.006374081248907634
-348.36779448621553,-430.330701754386,0.0012831728066816667,-0.0053223870719581205,0.00642584727926491
-345.8615288220551,-430.330701754386,0.0012700127516458487,-0.005300681983458012,0.006476634245543973
-343.35526315789474,-430.330701754386,0.001254494458982892,-0.005277984762552756,0.0065265444798657864
-340.8489974937344,-430.330701754386,0.0012365496521605445,-0.005254287657571585,0.006575498596549834
-338.34273182957395,-430.330701754386,0.001216397249353962,-0.005230104775861841,0.006623414832292099
-335.8364661654135,-430.330701754386,0.0011940008001620297,-0.005204928422003852,0.006670200113337927
-333.3302005012531,-430.330701754386,0.001169411877193129,-0.005179110132883463,0.006715957718345695
-330.82393483709274,-430.330701754386,0.001142654366119215,-0.005152704814917552,0.006760764097199283
-328.31766917293237,-430.330701754386,0.0011137542364693309,-0.005125729798415356,0.00680451466046472
-325.81140350877195,-430.330701754386,0.001082776073742039,-0.005098250675637484,0.00684717751169755
-323.3051378446115,-430.330701754386,0.0010497720713414536,-0.005070337519536768,0.006888693171466272
-320.7988721804511,-430.330701754386,0.001014768176967912,-0.005042026219567222,0.006929122479578468
-318.29260651629073,-430.330701754386,0.0009777462660517156,-0.0050132969158542375,0.0069684269813670525
-315.78634085213037,-430.330701754386,0.0009387383313991551,-0.004984304129278965,0.007006624204509181
-313.28007518796994,-430.330701754386,0.0008978326886775441,-0.004955085776387964,0.007043652494267526
-310.7738095238095,-430.330701754386,0.0008550444672559905,-0.004925702677522066,0.007079403831235254
-308.2675438596491,-430.330701754386,0.0008104075246792073,-0.004896172233435299,0.007113942206393597
-305.7612781954887,-430.330701754386,0.0007639142432498894,-0.00486644786308565,0.007147244413604248
-303.25501253132836,-430.330701754386,0.0007156062973768242,-0.00483654152990504,0.007179360958508834
